,Area name
1612,Shelby County
1613,Stoddard County
1614,Stone County
1615,Sullivan County
1616,Taney County
1617,Texas County
1618,Vernon County
1619,Warren County
1620,Washington County
1621,Wayne County
1622,Webster County
1623,Worth County
1624,Wright County
1625,St. Louis city
1626,Montana
1627,Beaverhead County
1628,Big Horn County
1629,Blaine County
1630,Broadwater County
1631,Carbon County
1632,Carter County
1633,Cascade County
1634,Chouteau County
1635,Custer County
1636,Daniels County
1637,Dawson County
1638,Deer Lodge County
1639,Fallon County
1640,Fergus County
1641,Flathead County
1642,Gallatin County
1643,Garfield County
1644,Glacier County
1645,Golden Valley County
1646,Granite County
1647,Hill County
1648,Jefferson County
1649,Judith Basin County
1650,Lake County
1651,Lewis and Clark County
1652,Liberty County
1653,Lincoln County
1654,McCone County
1655,Madison County
1656,Meagher County
1657,Mineral County
1658,Missoula County
1659,Musselshell County
1660,Park County
1661,Petroleum County
1662,Phillips County
1663,Pondera County
1664,Powder River County
1665,Powell County
1666,Prairie County
1667,Ravalli County
1668,Richland County
1669,Roosevelt County
1670,Rosebud County
1671,Sanders County
1672,Sheridan County
1673,Silver Bow County
1674,Stillwater County
1675,Sweet Grass County
1676,Teton County
1677,Toole County
1678,Treasure County
1679,Valley County
1680,Wheatland County
1681,Wibaux County
1682,Yellowstone County
1683,Nebraska
1684,Adams County
1685,Antelope County
1686,Arthur County
1687,Banner County
1688,Blaine County
1689,Boone County
1690,Box Butte County
1691,Boyd County
1692,Brown County
1693,Buffalo County
1694,Burt County
1695,Butler County
1696,Cass County
1697,Cedar County
1698,Chase County
1699,Cherry County
1700,Cheyenne County
1701,Clay County
1702,Colfax County
1703,Cuming County
1704,Custer County
1705,Dakota County
1706,Dawes County
1707,Dawson County
1708,Deuel County
1709,Dixon County
1710,Dodge County
1711,Douglas County
1712,Dundy County
1713,Fillmore County
1714,Franklin County
1715,Frontier County
1716,Furnas County
1717,Gage County
1718,Garden County
1719,Garfield County
1720,Gosper County
1721,Grant County
1722,Greeley County
1723,Hall County
1724,Hamilton County
1725,Harlan County
1726,Hayes County
1727,Hitchcock County
1728,Holt County
1729,Hooker County
1730,Howard County
1731,Jefferson County
1732,Johnson County
1733,Kearney County
1734,Keith County
1735,Keya Paha County
1736,Kimball County
1737,Knox County
1738,Lancaster County
1739,Lincoln County
1740,Logan County
1741,Loup County
1742,McPherson County
1743,Madison County
1744,Merrick County
1745,Morrill County
1746,Nance County
1747,Nemaha County
1748,Nuckolls County
1749,Otoe County
1750,Pawnee County
1751,Perkins County
1752,Phelps County
1753,Pierce County
1754,Platte County
1755,Polk County
1756,Red Willow County
1757,Richardson County
1758,Rock County
1759,Saline County
1760,Sarpy County
1761,Saunders County
1762,Scotts Bluff County
1763,Seward County
1764,Sheridan County
1765,Sherman County
1766,Sioux County
1767,Stanton County
1768,Thayer County
1769,Thomas County
1770,Thurston County
1771,Valley County
1772,Washington County
1773,Wayne County
1774,Webster County
1775,Wheeler County
1776,York County
1777,Nevada
1778,Churchill County
1779,Clark County
1780,Douglas County
1781,Elko County
1782,Esmeralda County
1783,Eureka County
1784,Humboldt County
1785,Lander County
1786,Lincoln County
1787,Lyon County
1788,Mineral County
1789,Nye County
1790,Pershing County
1791,Storey County
1792,Washoe County
1793,White Pine County
1794,Carson City
1795,New Hampshire
1796,Belknap County
1797,Carroll County
1798,Cheshire County
1799,Coos County
1800,Grafton County
1801,Hillsborough County
1802,Merrimack County
1803,Rockingham County
1804,Strafford County
1805,Sullivan County
1806,New Jersey
1807,Atlantic County
1808,Bergen County
1809,Burlington County
1810,Camden County
1811,Cape May County
1812,Cumberland County
1813,Essex County
1814,Gloucester County
1815,Hudson County
1816,Hunterdon County
1817,Mercer County
1818,Middlesex County
1819,Monmouth County
1820,Morris County
1821,Ocean County
1822,Passaic County
1823,Salem County
1824,Somerset County
1825,Sussex County
1826,Union County
1827,Warren County
1828,New Mexico
1829,Bernalillo County
1830,Catron County
1831,Chaves County
1832,Cibola County
1833,Colfax County
1834,Curry County
1835,De Baca County
1836,Dona Ana County
1837,Eddy County
1838,Grant County
1839,Guadalupe County
1840,Harding County
1841,Hidalgo County
1842,Lea County
1843,Lincoln County
1844,Los Alamos County
1845,Luna County
1846,McKinley County
1847,Mora County
1848,Otero County
1849,Quay County
1850,Rio Arriba County
1851,Roosevelt County
1852,Sandoval County
1853,San Juan County
1854,San Miguel County
1855,Santa Fe County
1856,Sierra County
1857,Socorro County
1858,Taos County
1859,Torrance County
1860,Union County
1861,Valencia County
1862,New York
1863,Albany County
1864,Allegany County
1865,Bronx County
1866,Broome County
1867,Cattaraugus County
1868,Cayuga County
1869,Chautauqua County
1870,Chemung County
1871,Chenango County
1872,Clinton County
1873,Columbia County
1874,Cortland County
1875,Delaware County
1876,Dutchess County
1877,Erie County
1878,Essex County
1879,Franklin County
1880,Fulton County
1881,Genesee County
1882,Greene County
1883,Hamilton County
1884,Herkimer County
1885,Jefferson County
1886,Kings County
1887,Lewis County
1888,Livingston County
1889,Madison County
1890,Monroe County
1891,Montgomery County
1892,Nassau County
1893,New York County
1894,Niagara County
1895,Oneida County
1896,Onondaga County
1897,Ontario County
1898,Orange County
1899,Orleans County
1900,Oswego County
1901,Otsego County
1902,Putnam County
1903,Queens County
1904,Rensselaer County
1905,Richmond County
1906,Rockland County
1907,St. Lawrence County
1908,Saratoga County
1909,Schenectady County
1910,Schoharie County
1911,Schuyler County
1912,Seneca County
1913,Steuben County
1914,Suffolk County
1915,Sullivan County
1916,Tioga County
1917,Tompkins County
1918,Ulster County
1919,Warren County
1920,Washington County
1921,Wayne County
1922,Westchester County
1923,Wyoming County
1924,Yates County
1925,North Carolina
1926,Alamance County
1927,Alexander County
1928,Alleghany County
1929,Anson County
1930,Ashe County
1931,Avery County
1932,Beaufort County
1933,Bertie County
1934,Bladen County
1935,Brunswick County
1936,Buncombe County
1937,Burke County
1938,Cabarrus County
1939,Caldwell County
1940,Camden County
1941,Carteret County
1942,Caswell County
1943,Catawba County
1944,Chatham County
1945,Cherokee County
1946,Chowan County
1947,Clay County
1948,Cleveland County
1949,Columbus County
1950,Craven County
1951,Cumberland County
1952,Currituck County
1953,Dare County
1954,Davidson County
1955,Davie County
1956,Duplin County
1957,Durham County
1958,Edgecombe County
1959,Forsyth County
1960,Franklin County
1961,Gaston County
1962,Gates County
1963,Graham County
1964,Granville County
1965,Greene County
1966,Guilford County
1967,Halifax County
1968,Harnett County
1969,Haywood County
1970,Henderson County
1971,Hertford County
1972,Hoke County
1973,Hyde County
1974,Iredell County
1975,Jackson County
1976,Johnston County
1977,Jones County
1978,Lee County
1979,Lenoir County
1980,Lincoln County
1981,McDowell County
1982,Macon County
1983,Madison County
1984,Martin County
1985,Mecklenburg County
1986,Mitchell County
1987,Montgomery County
1988,Moore County
1989,Nash County
1990,New Hanover County
1991,Northampton County
1992,Onslow County
1993,Orange County
1994,Pamlico County
1995,Pasquotank County
1996,Pender County
1997,Perquimans County
1998,Person County
1999,Pitt County
2000,Polk County
2001,Randolph County
2002,Richmond County
2003,Robeson County
2004,Rockingham County
2005,Rowan County
2006,Rutherford County
2007,Sampson County
2008,Scotland County
2009,Stanly County
2010,Stokes County
2011,Surry County
2012,Swain County
2013,Transylvania County
2014,Tyrrell County
2015,Union County
2016,Vance County
2017,Wake County
2018,Warren County
2019,Washington County
2020,Watauga County
2021,Wayne County
2022,Wilkes County
2023,Wilson County
2024,Yadkin County
2025,Yancey County
2026,North Dakota
2027,Adams County
2028,Barnes County
2029,Benson County
2030,Billings County
2031,Bottineau County
2032,Bowman County
2033,Burke County
2034,Burleigh County
2035,Cass County
2036,Cavalier County
2037,Dickey County
2038,Divide County
2039,Dunn County
2040,Eddy County
2041,Emmons County
2042,Foster County
2043,Golden Valley County
2044,Grand Forks County
2045,Grant County
2046,Griggs County
2047,Hettinger County
2048,Kidder County
2049,LaMoure County
2050,Logan County
2051,McHenry County
2052,McIntosh County
2053,McKenzie County
2054,McLean County
2055,Mercer County
2056,Morton County
2057,Mountrail County
2058,Nelson County
2059,Oliver County
2060,Pembina County
2061,Pierce County
2062,Ramsey County
2063,Ransom County
2064,Renville County
2065,Richland County
2066,Rolette County
2067,Sargent County
2068,Sheridan County
2069,Sioux County
2070,Slope County
2071,Stark County
2072,Steele County
2073,Stutsman County
2074,Towner County
2075,Traill County
2076,Walsh County
2077,Ward County
2078,Wells County
2079,Williams County
2080,Ohio
2081,Adams County
2082,Allen County
2083,Ashland County
2084,Ashtabula County
2085,Athens County
2086,Auglaize County
2087,Belmont County
2088,Brown County
2089,Butler County
2090,Carroll County
2091,Champaign County
2092,Clark County
2093,Clermont County
2094,Clinton County
2095,Columbiana County
2096,Coshocton County
2097,Crawford County
2098,Cuyahoga County
2099,Darke County
2100,Defiance County
2101,Delaware County
2102,Erie County
2103,Fairfield County
2104,Fayette County
2105,Franklin County
2106,Fulton County
2107,Gallia County
2108,Geauga County
2109,Greene County
2110,Guernsey County
2111,Hamilton County
2112,Hancock County
2113,Hardin County
2114,Harrison County
2115,Henry County
2116,Highland County
2117,Hocking County
2118,Holmes County
2119,Huron County
2120,Jackson County
2121,Jefferson County
2122,Knox County
2123,Lake County
2124,Lawrence County
2125,Licking County
2126,Logan County
2127,Lorain County
2128,Lucas County
2129,Madison County
2130,Mahoning County
2131,Marion County
2132,Medina County
2133,Meigs County
2134,Mercer County
2135,Miami County
2136,Monroe County
2137,Montgomery County
2138,Morgan County
2139,Morrow County
2140,Muskingum County
2141,Noble County
2142,Ottawa County
2143,Paulding County
2144,Perry County
2145,Pickaway County
2146,Pike County
2147,Portage County
2148,Preble County
2149,Putnam County
2150,Richland County
2151,Ross County
2152,Sandusky County
2153,Scioto County
2154,Seneca County
2155,Shelby County
2156,Stark County
2157,Summit County
2158,Trumbull County
2159,Tuscarawas County
2160,Union County
2161,Van Wert County
2162,Vinton County
2163,Warren County
2164,Washington County
2165,Wayne County
2166,Williams County
2167,Wood County
2168,Wyandot County
2169,Oklahoma
2170,Adair County
2171,Alfalfa County
2172,Atoka County
2173,Beaver County
2174,Beckham County
2175,Blaine County
2176,Bryan County
2177,Caddo County
2178,Canadian County
2179,Carter County
2180,Cherokee County
2181,Choctaw County
2182,Cimarron County
2183,Cleveland County
2184,Coal County
2185,Comanche County
2186,Cotton County
2187,Craig County
2188,Creek County
2189,Custer County
2190,Delaware County
2191,Dewey County
2192,Ellis County
2193,Garfield County
2194,Garvin County
2195,Grady County
2196,Grant County
2197,Greer County
2198,Harmon County
2199,Harper County
2200,Haskell County
2201,Hughes County
2202,Jackson County
2203,Jefferson County
2204,Johnston County
2205,Kay County
2206,Kingfisher County
2207,Kiowa County
2208,Latimer County
2209,Le Flore County
2210,Lincoln County
2211,Logan County
2212,Love County
2213,McClain County
2214,McCurtain County
2215,McIntosh County
2216,Major County
2217,Marshall County
2218,Mayes County
2219,Murray County
2220,Muskogee County
2221,Noble County
2222,Nowata County
2223,Okfuskee County
2224,Oklahoma County
2225,Okmulgee County
2226,Osage County
2227,Ottawa County
2228,Pawnee County
2229,Payne County
2230,Pittsburg County
2231,Pontotoc County
2232,Pottawatomie County
2233,Pushmataha County
2234,Roger Mills County
2235,Rogers County
2236,Seminole County
2237,Sequoyah County
2238,Stephens County
2239,Texas County
2240,Tillman County
2241,Tulsa County
2242,Wagoner County
2243,Washington County
2244,Washita County
2245,Woods County
2246,Woodward County
2247,Oregon
2248,Baker County
2249,Benton County
2250,Clackamas County
2251,Clatsop County
2252,Columbia County
2253,Coos County
2254,Crook County
2255,Curry County
2256,Deschutes County
2257,Douglas County
2258,Gilliam County
2259,Grant County
2260,Harney County
2261,Hood River County
2262,Jackson County
2263,Jefferson County
2264,Josephine County
2265,Klamath County
2266,Lake County
2267,Lane County
2268,Lincoln County
2269,Linn County
2270,Malheur County
2271,Marion County
2272,Morrow County
2273,Multnomah County
2274,Polk County
2275,Sherman County
2276,Tillamook County
2277,Umatilla County
2278,Union County
2279,Wallowa County
2280,Wasco County
2281,Washington County
2282,Wheeler County
2283,Yamhill County
2284,Pennsylvania
2285,Adams County
2286,Allegheny County
2287,Armstrong County
2288,Beaver County
2289,Bedford County
2290,Berks County
2291,Blair County
2292,Bradford County
2293,Bucks County
2294,Butler County
2295,Cambria County
2296,Cameron County
2297,Carbon County
2298,Centre County
2299,Chester County
2300,Clarion County
2301,Clearfield County
2302,Clinton County
2303,Columbia County
2304,Crawford County
2305,Cumberland County
2306,Dauphin County
2307,Delaware County
2308,Elk County
2309,Erie County
2310,Fayette County
2311,Forest County
2312,Franklin County
2313,Fulton County
2314,Greene County
2315,Huntingdon County
2316,Indiana County
2317,Jefferson County
2318,Juniata County
2319,Lackawanna County
2320,Lancaster County
2321,Lawrence County
2322,Lebanon County
2323,Lehigh County
2324,Luzerne County
2325,Lycoming County
2326,McKean County
2327,Mercer County
2328,Mifflin County
2329,Monroe County
2330,Montgomery County
2331,Montour County
2332,Northampton County
2333,Northumberland County
2334,Perry County
2335,Philadelphia County
2336,Pike County
2337,Potter County
2338,Schuylkill County
2339,Snyder County
2340,Somerset County
2341,Sullivan County
2342,Susquehanna County
2343,Tioga County
2344,Union County
2345,Venango County
2346,Warren County
2347,Washington County
2348,Wayne County
2349,Westmoreland County
2350,Wyoming County
2351,York County
2352,Rhode Island
2353,Bristol County
2354,Kent County
2355,Newport County
2356,Providence County
2357,Washington County
2358,South Carolina
2359,Abbeville County
2360,Aiken County
2361,Allendale County
2362,Anderson County
2363,Bamberg County
2364,Barnwell County
2365,Beaufort County
2366,Berkeley County
2367,Calhoun County
2368,Charleston County
2369,Cherokee County
2370,Chester County
2371,Chesterfield County
2372,Clarendon County
2373,Colleton County
2374,Darlington County
2375,Dillon County
2376,Dorchester County
2377,Edgefield County
2378,Fairfield County
2379,Florence County
2380,Georgetown County
2381,Greenville County
2382,Greenwood County
2383,Hampton County
2384,Horry County
2385,Jasper County
2386,Kershaw County
2387,Lancaster County
2388,Laurens County
2389,Lee County
2390,Lexington County
2391,McCormick County
2392,Marion County
2393,Marlboro County
2394,Newberry County
2395,Oconee County
2396,Orangeburg County
2397,Pickens County
2398,Richland County
2399,Saluda County
2400,Spartanburg County
2401,Sumter County
2402,Union County
2403,Williamsburg County
2404,York County
2405,South Dakota
2406,Aurora County
2407,Beadle County
2408,Bennett County
2409,Bon Homme County
2410,Brookings County
2411,Brown County
2412,Brule County
2413,Buffalo County
2414,Butte County
2415,Campbell County
2416,Charles Mix County
2417,Clark County
2418,Clay County
2419,Codington County
2420,Corson County
2421,Custer County
2422,Davison County
2423,Day County
2424,Deuel County
2425,Dewey County
2426,Douglas County
2427,Edmunds County
2428,Fall River County
2429,Faulk County
2430,Grant County
2431,Gregory County
2432,Haakon County
2433,Hamlin County
2434,Hand County
2435,Hanson County
2436,Harding County
2437,Hughes County
2438,Hutchinson County
2439,Hyde County
2440,Jackson County
2441,Jerauld County
2442,Jones County
2443,Kingsbury County
2444,Lake County
2445,Lawrence County
2446,Lincoln County
2447,Lyman County
2448,McCook County
2449,McPherson County
2450,Marshall County
2451,Meade County
2452,Mellette County
2453,Miner County
2454,Minnehaha County
2455,Moody County
2456,Pennington County
2457,Perkins County
2458,Potter County
2459,Roberts County
2460,Sanborn County
2461,Spink County
2462,Stanley County
2463,Sully County
2464,Todd County
2465,Tripp County
2466,Turner County
2467,Union County
2468,Walworth County
2469,Yankton County
2470,Ziebach County
2471,Tennessee
2472,Anderson County
2473,Bedford County
2474,Benton County
2475,Bledsoe County
2476,Blount County
2477,Bradley County
2478,Campbell County
2479,Cannon County
2480,Carroll County
2481,Carter County
2482,Cheatham County
2483,Chester County
2484,Claiborne County
2485,Clay County
2486,Cocke County
2487,Coffee County
2488,Crockett County
2489,Cumberland County
2490,Davidson County
2491,Decatur County
2492,DeKalb County
2493,Dickson County
2494,Dyer County
2495,Fayette County
2496,Fentress County
2497,Franklin County
2498,Gibson County
2499,Giles County
2500,Grainger County
2501,Greene County
2502,Grundy County
2503,Hamblen County
2504,Hamilton County
2505,Hancock County
2506,Hardeman County
2507,Hardin County
2508,Hawkins County
2509,Haywood County
2510,Henderson County
2511,Henry County
2512,Hickman County
2513,Houston County
2514,Humphreys County
2515,Jackson County
2516,Jefferson County
2517,Johnson County
2518,Knox County
2519,Lake County
2520,Lauderdale County
2521,Lawrence County
2522,Lewis County
2523,Lincoln County
2524,Loudon County
2525,McMinn County
2526,McNairy County
2527,Macon County
2528,Madison County
2529,Marion County
2530,Marshall County
2531,Maury County
2532,Meigs County
2533,Monroe County
2534,Montgomery County
2535,Moore County
2536,Morgan County
2537,Obion County
2538,Overton County
2539,Perry County
2540,Pickett County
2541,Polk County
2542,Putnam County
2543,Rhea County
2544,Roane County
2545,Robertson County
2546,Rutherford County
2547,Scott County
2548,Sequatchie County
2549,Sevier County
2550,Shelby County
2551,Smith County
2552,Stewart County
2553,Sullivan County
2554,Sumner County
2555,Tipton County
2556,Trousdale County
2557,Unicoi County
2558,Union County
2559,Van Buren County
2560,Warren County
2561,Washington County
2562,Wayne County
2563,Weakley County
2564,White County
2565,Williamson County
2566,Wilson County
2567,Texas
2568,Anderson County
2569,Andrews County
2570,Angelina County
2571,Aransas County
2572,Archer County
2573,Armstrong County
2574,Atascosa County
2575,Austin County
2576,Bailey County
2577,Bandera County
2578,Bastrop County
2579,Baylor County
2580,Bee County
2581,Bell County
2582,Bexar County
2583,Blanco County
2584,Borden County
2585,Bosque County
2586,Bowie County
2587,Brazoria County
2588,Brazos County
2589,Brewster County
2590,Briscoe County
2591,Brooks County
2592,Brown County
2593,Burleson County
2594,Burnet County
2595,Caldwell County
2596,Calhoun County
2597,Callahan County
2598,Cameron County
2599,Camp County
2600,Carson County
2601,Cass County
2602,Castro County
2603,Chambers County
2604,Cherokee County
2605,Childress County
2606,Clay County
2607,Cochran County
2608,Coke County
2609,Coleman County
2610,Collin County
2611,Collingsworth County
2612,Colorado County
2613,Comal County
2614,Comanche County
2615,Concho County
2616,Cooke County
2617,Coryell County
2618,Cottle County
2619,Crane County
2620,Crockett County
2621,Crosby County
2622,Culberson County
2623,Dallam County
2624,Dallas County
2625,Dawson County
2626,Deaf Smith County
2627,Delta County
2628,Denton County
2629,DeWitt County
2630,Dickens County
2631,Dimmit County
2632,Donley County
2633,Duval County
2634,Eastland County
2635,Ector County
2636,Edwards County
2637,Ellis County
2638,El Paso County
2639,Erath County
2640,Falls County
2641,Fannin County
2642,Fayette County
2643,Fisher County
2644,Floyd County
2645,Foard County
2646,Fort Bend County
2647,Franklin County
2648,Freestone County
2649,Frio County
2650,Gaines County
2651,Galveston County
2652,Garza County
2653,Gillespie County
2654,Glasscock County
2655,Goliad County
2656,Gonzales County
2657,Gray County
2658,Grayson County
2659,Gregg County
2660,Grimes County
2661,Guadalupe County
2662,Hale County
2663,Hall County
2664,Hamilton County
2665,Hansford County
2666,Hardeman County
2667,Hardin County
2668,Harris County
2669,Harrison County
2670,Hartley County
2671,Haskell County
2672,Hays County
2673,Hemphill County
2674,Henderson County
2675,Hidalgo County
2676,Hill County
2677,Hockley County
2678,Hood County
2679,Hopkins County
2680,Houston County
2681,Howard County
2682,Hudspeth County
2683,Hunt County
2684,Hutchinson County
2685,Irion County
2686,Jack County
2687,Jackson County
2688,Jasper County
2689,Jeff Davis County
2690,Jefferson County
2691,Jim Hogg County
2692,Jim Wells County
2693,Johnson County
2694,Jones County
2695,Karnes County
2696,Kaufman County
2697,Kendall County
2698,Kenedy County
2699,Kent County
2700,Kerr County
2701,Kimble County
2702,King County
2703,Kinney County
2704,Kleberg County
2705,Knox County
2706,Lamar County
2707,Lamb County
2708,Lampasas County
2709,La Salle County
2710,Lavaca County
2711,Lee County
2712,Leon County
2713,Liberty County
2714,Limestone County
2715,Lipscomb County
2716,Live Oak County
2717,Llano County
2718,Loving County
2719,Lubbock County
2720,Lynn County
2721,McCulloch County
2722,McLennan County
2723,McMullen County
2724,Madison County
2725,Marion County
2726,Martin County
2727,Mason County
2728,Matagorda County
2729,Maverick County
2730,Medina County
2731,Menard County
2732,Midland County
2733,Milam County
2734,Mills County
2735,Mitchell County
2736,Montague County
2737,Montgomery County
2738,Moore County
2739,Morris County
2740,Motley County
2741,Nacogdoches County
2742,Navarro County
2743,Newton County
2744,Nolan County
2745,Nueces County
2746,Ochiltree County
2747,Oldham County
2748,Orange County
2749,Palo Pinto County
2750,Panola County
2751,Parker County
2752,Parmer County
2753,Pecos County
2754,Polk County
2755,Potter County
2756,Presidio County
2757,Rains County
2758,Randall County
2759,Reagan County
2760,Real County
2761,Red River County
2762,Reeves County
2763,Refugio County
2764,Roberts County
2765,Robertson County
2766,Rockwall County
2767,Runnels County
2768,Rusk County
2769,Sabine County
2770,San Augustine County
2771,San Jacinto County
2772,San Patricio County
2773,San Saba County
2774,Schleicher County
2775,Scurry County
2776,Shackelford County
2777,Shelby County
2778,Sherman County
2779,Smith County
2780,Somervell County
2781,Starr County
2782,Stephens County
2783,Sterling County
2784,Stonewall County
2785,Sutton County
2786,Swisher County
2787,Tarrant County
2788,Taylor County
2789,Terrell County
2790,Terry County
2791,Throckmorton County
2792,Titus County
2793,Tom Green County
2794,Travis County
2795,Trinity County
2796,Tyler County
2797,Upshur County
2798,Upton County
2799,Uvalde County
2800,Val Verde County
2801,Van Zandt County
2802,Victoria County
2803,Walker County
2804,Waller County
2805,Ward County
2806,Washington County
2807,Webb County
2808,Wharton County
2809,Wheeler County
2810,Wichita County
2811,Wilbarger County
2812,Willacy County
2813,Williamson County
2814,Wilson County
2815,Winkler County
2816,Wise County
2817,Wood County
2818,Yoakum County
2819,Young County
2820,Zapata County
2821,Zavala County
2822,Utah
2823,Beaver County
2824,Box Elder County
2825,Cache County
2826,Carbon County
2827,Daggett County
2828,Davis County
2829,Duchesne County
2830,Emery County
2831,Garfield County
2832,Grand County
2833,Iron County
2834,Juab County
2835,Kane County
2836,Millard County
2837,Morgan County
2838,Piute County
2839,Rich County
2840,Salt Lake County
2841,San Juan County
2842,Sanpete County
2843,Sevier County
2844,Summit County
2845,Tooele County
2846,Uintah County
2847,Utah County
2848,Wasatch County
2849,Washington County
2850,Wayne County
2851,Weber County
2852,Vermont
2853,Addison County
2854,Bennington County
2855,Caledonia County
2856,Chittenden County
2857,Essex County
2858,Franklin County
2859,Grand Isle County
2860,Lamoille County
2861,Orange County
2862,Orleans County
2863,Rutland County
2864,Washington County
2865,Windham County
2866,Windsor County
2867,Virginia
2868,Accomack County
2869,Albemarle County
2870,Alleghany County
2871,Amelia County
2872,Amherst County
2873,Appomattox County
2874,Arlington County
2875,Augusta County
2876,Bath County
2877,Bedford County
2878,Bland County
2879,Botetourt County
2880,Brunswick County
2881,Buchanan County
2882,Buckingham County
2883,Campbell County
2884,Caroline County
2885,Carroll County
2886,Charles City County
2887,Charlotte County
2888,Chesterfield County
2889,Clarke County
2890,Craig County
2891,Culpeper County
2892,Cumberland County
2893,Dickenson County
2894,Dinwiddie County
2895,Essex County
2896,Fairfax County
2897,Fauquier County
2898,Floyd County
2899,Fluvanna County
2900,Franklin County
2901,Frederick County
2902,Giles County
2903,Gloucester County
2904,Goochland County
2905,Grayson County
2906,Greene County
2907,Greensville County
2908,Halifax County
2909,Hanover County
2910,Henrico County
2911,Henry County
2912,Highland County
2913,Isle of Wight County
2914,James City County
2915,King and Queen County
2916,King George County
2917,King William County
2918,Lancaster County
2919,Lee County
2920,Loudoun County
2921,Louisa County
2922,Lunenburg County
2923,Madison County
2924,Mathews County
2925,Mecklenburg County
2926,Middlesex County
2927,Montgomery County
2928,Nelson County
2929,New Kent County
2930,Northampton County
2931,Northumberland County
2932,Nottoway County
2933,Orange County
2934,Page County
2935,Patrick County
2936,Pittsylvania County
2937,Powhatan County
2938,Prince Edward County
2939,Prince George County
2940,Prince William County
2941,Pulaski County
2942,Rappahannock County
2943,Richmond County
2944,Roanoke County
2945,Rockbridge County
2946,Rockingham County
2947,Russell County
2948,Scott County
2949,Shenandoah County
2950,Smyth County
2951,Southampton County
2952,Spotsylvania County
2953,Stafford County
2954,Surry County
2955,Sussex County
2956,Tazewell County
2957,Warren County
2958,Washington County
2959,Westmoreland County
2960,Wise County
2961,Wythe County
2962,York County
2963,Alexandria city
2964,Bristol city
2965,Buena Vista city
2966,Charlottesville city
2967,Chesapeake city
2968,Colonial Heights city
2969,Covington city
2970,Danville city
2971,Emporia city
2972,Fairfax city
2973,Falls Church city
2974,Franklin city
2975,Fredericksburg city
2976,Galax city
2977,Hampton city
2978,Harrisonburg city
2979,Hopewell city
2980,Lexington city
2981,Lynchburg city
2982,Manassas city
2983,Manassas Park city
2984,Martinsville city
2985,Newport News city
2986,Norfolk city
2987,Norton city
2988,Petersburg city
2989,Poquoson city
2990,Portsmouth city
2991,Radford city
2992,Richmond city
2993,Roanoke city
2994,Salem city
2995,Staunton city
2996,Suffolk city
2997,Virginia Beach city
2998,Waynesboro city
2999,Williamsburg city
3000,Winchester city
3001,Washington
3002,Adams County
3003,Asotin County
3004,Benton County
3005,Chelan County
3006,Clallam County
3007,Clark County
3008,Columbia County
3009,Cowlitz County
3010,Douglas County
3011,Ferry County
3012,Franklin County
3013,Garfield County
3014,Grant County
3015,Grays Harbor County
3016,Island County
3017,Jefferson County
3018,King County
3019,Kitsap County
3020,Kittitas County
3021,Klickitat County
3022,Lewis County
3023,Lincoln County
3024,Mason County
3025,Okanogan County
3026,Pacific County
3027,Pend Oreille County
3028,Pierce County
3029,San Juan County
3030,Skagit County
3031,Skamania County
3032,Snohomish County
3033,Spokane County
3034,Stevens County
3035,Thurston County
3036,Wahkiakum County
3037,Walla Walla County
3038,Whatcom County
3039,Whitman County
3040,Yakima County
3041,West Virginia
3042,Barbour County
3043,Berkeley County
3044,Boone County
3045,Braxton County
3046,Brooke County
3047,Cabell County
3048,Calhoun County
3049,Clay County
3050,Doddridge County
3051,Fayette County
3052,Gilmer County
3053,Grant County
3054,Greenbrier County
3055,Hampshire County
3056,Hancock County
3057,Hardy County
3058,Harrison County
3059,Jackson County
3060,Jefferson County
3061,Kanawha County
3062,Lewis County
3063,Lincoln County
3064,Logan County
3065,McDowell County
3066,Marion County
3067,Marshall County
3068,Mason County
3069,Mercer County
3070,Mineral County
3071,Mingo County
3072,Monongalia County
3073,Monroe County
3074,Morgan County
3075,Nicholas County
3076,Ohio County
3077,Pendleton County
3078,Pleasants County
3079,Pocahontas County
3080,Preston County
3081,Putnam County
3082,Raleigh County
3083,Randolph County
3084,Ritchie County
3085,Roane County
3086,Summers County
3087,Taylor County
3088,Tucker County
3089,Tyler County
3090,Upshur County
3091,Wayne County
3092,Webster County
3093,Wetzel County
3094,Wirt County
3095,Wood County
3096,Wyoming County
3097,Wisconsin
3098,Adams County
3099,Ashland County
3100,Barron County
3101,Bayfield County
3102,Brown County
3103,Buffalo County
3104,Burnett County
3105,Calumet County
3106,Chippewa County
3107,Clark County
3108,Columbia County
3109,Crawford County
3110,Dane County
3111,Dodge County
3112,Door County
3113,Douglas County
3114,Dunn County
3115,Eau Claire County
3116,Florence County
3117,Fond du Lac County
3118,Forest County
3119,Grant County
3120,Green County
3121,Green Lake County
3122,Iowa County
3123,Iron County
3124,Jackson County
3125,Jefferson County
3126,Juneau County
3127,Kenosha County
3128,Kewaunee County
3129,La Crosse County
3130,Lafayette County
3131,Langlade County
3132,Lincoln County
3133,Manitowoc County
3134,Marathon County
3135,Marinette County
3136,Marquette County
3137,Menominee County
3138,Milwaukee County
3139,Monroe County
3140,Oconto County
3141,Oneida County
3142,Outagamie County
3143,Ozaukee County
3144,Pepin County
3145,Pierce County
3146,Polk County
3147,Portage County
3148,Price County
3149,Racine County
3150,Richland County
3151,Rock County
3152,Rusk County
3153,St. Croix County
3154,Sauk County
3155,Sawyer County
3156,Shawano County
